feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version
"Secretaria de Transportes, Trânsito e Infraestrutura Urbana (Setran)",http://www.vitoria.es.gov.br/setran,pt_BR,,,1
