stop_id, stop_code, stop_name, stop_desc, stop_lon, stop_lat, zone_id, stop_url, location_type, parent_station, stop_timezone, wheelchair_boarding
"411", "2142", "Av  Alexandre Buaiz", "Próximo a rua Querubino Costa, sentido Vila Velha", "-20.3233173043321", "-40.3504085543975", , , 0, , ,
"951", "2143", "Rua Archimimo Mattos", "Próximo ao nº 83", "-20.3101985244888", "-40.3559207070493", , , 0, , ,
"962", "2144", "Av  Adelpho Poli Monjardim", "Próx. à lanchonete X-burgão", "-20.3083683034059", "-40.355089806258", , , 0, , ,
"952", "2145", "Av  Adelpho Poli Monjardim", "Esquina com a Travessa Santuário - Em frente ao Restaurante Pato Branco.", "-20.3061871640767", "-40.3539757878373", , , 0, , ,
"958", "2146", "Av  Adelpho Poli Monjardim", "Esquina com a Rua Aderbal Athaíde", "-20.3039766953731", "-40.352697319862", , , 0, , ,
"959", "2147", "Av  Adelpho Poli Monjardim", "Próximo ao nº 1465", "-20.3016992098178", "-40.3507835844664", , , 0, , ,
"960", "2148", "Av  Adelpho Poli Monjardim", "Próximo à quadra de esportes.", "-20.299638549539", "-40.350290347239", , , 0, , ,
"961", "2149", "Av  Adelpho Poli Monjardim", "Esquina com a Rua José Rufino de Morais.", "-20.2974261212589", "-40.3496298088941", , , 0, , ,
"950", "2150", "Rua Canoeiros", "Próx. ao nº 09", "-20.2973280832436", "-40.3480331008544", , , 0, , ,
"989", "2151", "Rua Da Galeria", "próx. ao nº 1601", "-20.2975907710434", "-40.3465481715571", , , 0, , ,
"990", "2152", "Rua Da Galeria", "De fronte ao Beco José Carlos de Almeida", "-20.2974024869953", "-40.3465150742034", , , 0, , ,
"991", "2153", "Rua Da Galeria", "De fronte a Rua Leocádio Monteiro", "-20.2965578946338", "-40.3468854155647", , , 0, , ,
"992", "2154", "Rua Da Galeria", "Próx. a esq. da Rua Florisvaldo", "-20.2960294311888", "-40.3472663549853", , , 0, , ,
"993", "2155", "Rua Da Galeria", "Próx. à Estação de Tratamento de Esgoto.", "-20.295231928485", "-40.3476905961423", , , 0, , ,
"994", "2156", "Rua Da Galeria", "Em frente ao Kilão", "-20.2947251537718", "-40.3479537058112", , , 0, , ,
"987", "2157", "Rua Byron Vidigal", "Entre os números 367 e 22 - Próximo à esquina com a Rua Gabriel Elias Tacla.", "-20.3130268926076", "-40.3531951512995", , , 0, , ,
"988", "2158", "Rua Byron Vidigal", "Em frente a Igreja Assembléia de Deus. De fronte a Rua Gabriel Elias Tacla.", "-20.3130659901424", "-40.3530301143622", , , 0, , ,
"1016", "2159", "Av  Dário Lourenço De Souza", "EM FRENTE À iGREJA PRESBITERIANA.", "-20.3170567662097", "-40.3579371479548", , , 0, , ,
"1017", "2160", "Av  Dário Lourenço De Souza", "DE FRONTE A ESCOLA DE CIÊNCIA", "-20.3168262029928", "-40.3582711953699", , , 0, , ,
"1024", "2161", "Rua Primavera", "próximo ao nº 320.", "-20.295549138736", "-40.3412525651284", , , 0, , ,
"1025", "2162", "Rua Miosotes", "Esquina com a Rua das Castanheiras.", "-20.2955658728408", "-40.3410393145604", , , 0, , ,
"1023", "2163", "Rua Bela Vista", "Próx. ao nº 08", "-20.297042716369", "-40.3491543913696", , , 0, , ,
"1022", "2164", "Av  Adelpho Poli Monjardim", "Próx. ao nº 1433.", "-20.2994849334912", "-40.3502857101115", , , 0, , ,
"1021", "2165", "Av  Adelpho Poli Monjardim", "Próx. a Rua Moxuara.", "-20.3020230932919", "-40.3509169041707", , , 0, , ,
"1020", "2166", "Av  Adelpho Poli Monjardim", "Prox. à Travessa Santuário", "-20.3059957891175", "-40.3539973983016", , , 0, , ,
"1019", "2167", "Rua Archimimo Mattos", "em frente ao nº 80.", "-20.3100091733695", "-40.3561587304602", , , 0, , ,
"1018", "2168", "Rua Dário Lourenço De Souza 1", "Atrás do Ginásio do Tancredão.", "-20.3204891727412", "-40.3533647086035", , , 0, , ,
"964", "3000", "Av  Cezar Hilal", "Centro comercial do condomínio ed. Caribe e Hawai n905", "-20.3112675031771", "-40.3028148152225", , , 0, , ,
"258", "3001", "Av  Cezar Hilal", "Largo das Compras", "-20.3114827549215", "-40.3027695558928", , , 0, , ,
"387", "3002", "Av  Vitória", "Estação Elevatória de Jabour - Cesan,  nº 163", "-20.3100612162278", "-40.3066848318158", , , 0, , ,
"271", "3003", "Av  Vitória", "Colégio Aristóbulo Barbosa Leão", "-20.3102455146869", "-40.3069240161127", , , 0, , ,
"270", "3004", "Av  Vitória", "Em frente ao n2834 - Loja Class Colchões e Cia", "-20.3100917439601", "-40.3090329630875", , , 0, , ,
"388", "3005", "Av  Vitória", "Em frente a Reunault - ao lado do Atacado São Paulo", "-20.3099946942299", "-40.3097681294333", , , 0, , ,
"255", "3006", "Av  Vitória", "Em frente a Central de Aviamentos", "-20.3103817912423", "-40.3110079091972", , , 0, , ,
"389", "3007", "Av  Vitória", "D&D Home Center", "-20.3102578878102", "-40.3116387392818", , , 0, , ,
"301", "3008", "Av  Vitória", "Em frente ao nº 2365", "-20.3104493347975", "-40.3129365863421", , , 0, , ,
"648", "3009", "Av  Vitória", "Loja Yokohama e Piana", "-20.3107410836755", "-40.3134739099449", , , 0, , ,
"647", "3010", "Av  Vitória", "Em frente a FAESA Ensino Médio nº 2084", "-20.3110634639301", "-40.3157810743007", , , 0, , ,
"655", "3011", "Av  Vitória", "Em frente a Cohab nº2045", "-20.3108683392019", "-40.315891119058", , , 0, , ,
"399", "3012", "Av  Vitória", "Colégio Luís de Camões", "-20.3112537983813", "-40.3170857303206", , , 0, , ,
"400", "3013", "Av  Vitória", "Citroen", "-20.3114165665912", "-40.3181506218141", , , 0, , ,
"582", "3014", "Av  Vitória", "Em frente ao IFES", "-20.3112486520088", "-40.3185436486175", , , 0, , ,
"583", "3015", "Av  Vitória", "Praça de Jucutuquara", "-20.3117537656662", "-40.3202289459342", , , 0, , ,
"740", "3016", "Av  Vitória", "Entrada do Bairro Romão", "-20.3145450516848", "-40.3223183935685", , , 0, , ,
"588", "3017", "Av  Paulino Muller", "em frente ao Mercado São Sebastião / em frente ao nº749", "-20.3112630105153", "-40.3207254236567", , , 0, , ,
"584", "3018", "Av  Paulino Muller", "em frente a Praça Jucutuquara", "-20.311574489612", "-40.3204927794955", , , 0, , ,
"378", "3019", "Av  Leitão Da Silva", "Em frente ao n°1205 / Defronte ao Posto Ale", "-20.3045396626905", "-40.3033827195871", , , 0, , ,
"369", "3020", "Av  Leitão Da Silva", "Loja No Limite Moto Service n°1381 / Ao lado do Colchões Orthobom", "-20.3020571217127", "-40.3037362726746", , , 0, , ,
"377", "3021", "Av  Leitão Da Silva", "Em frente a Pietra Marmores e Granitos", "-20.3062911688361", "-40.3031491826725", , , 0, , ,
"272", "3022", "Rua Amélia Da Cunha Ornelas", "Defronte ao n°341. Em frente ao terreno baldio.", "-20.3123298062213", "-40.3081877733915", , , 0, , ,
"338", "3023", "Rua José Cassiano Dos Santos", "em frente n°411 / em frente a atlanta veículos", "-20.3023998624585", "-40.3227257601593", , , 0, , ,
"337", "3024", "Rua José Cassiano Dos Santos", "Em frente ao nº 215 / condomíno orion", "-20.304064008181", "-40.3233100491019", , , 0, , ,
"339", "3025", "Av  Paulino Muller", "Em frente ao Silencar n°1375", "-20.306296019656", "-40.3225703845841", , , 0, , ,
"585", "3026", "Av  Paulino Muller", "Em frente ao nº 1052", "-20.3084750736096", "-40.3210285554605", , , 0, , ,
"586", "3027", "Av  Paulino Muller", "Em frente ao nº 1003 / defronte a igreja são sebatião", "-20.3087181630032", "-40.3211751423949", , , 0, , ,
"262", "3028", "Av  Marechal Mascarenhas De Moraes", "Em frente ao Ed. Carlos Moreira Lima nº 2701", "-20.3154127657728", "-40.3031602936366", , , 0, , ,
"576", "3029", "Av  Marechal Mascarenhas De Moraes", "Em frente a Odontoclinic - Próx. ao nº 2718.", "-20.3156359427859", "-40.303197233465", , , 0, , ,
"260", "3030", "Av  Marechal Mascarenhas De Moraes", "Em frente ao Ginásio de Esportes Jones dos Santos Neves - Próx. à esq. com a Rua Profª Emília F. Mululo.", "-20.3171395088133", "-40.3056970387836", , , 0, , ,
"580", "3031", "Av  Marechal Mascarenhas De Moraes", "Em frente ao Instituto Luiz Braille n°2430", "-20.3170341523316", "-40.3052667335176", , , 0, , ,
"251", "3032", "Av  Marechal Mascarenhas De Moraes", "Em frente a entrada social do Clube Alvares Cabral.", "-20.3184278386434", "-40.3082976976404", , , 0, , ,
"250", "3033", "Av  Marechal Mascarenhas De Moraes", "Em frente ao Senac", "-20.3181844982034", "-40.3081543264257", , , 0, , ,
"266", "3034", "Av  Joubert De Barros", "Em frente ao muro do Clube Vitória", "-20.3164163227434", "-40.3093014978605", , , 0, , ,
"649", "3035", "Rua Chafic Murad", "Em frente a sede da Justiça Federal.", "-20.3160041895431", "-40.3117255599137", , , 0, , ,
"263", "3036", "Av  Marechal Mascarenhas De Moraes", "Em frente a P.M.V", "-20.3180610679122", "-40.3102640553871", , , 0, , ,
"264", "3037", "Av  Marechal Mascarenhas De Moraes", "Em frente ao Ginásio do Alvares Cabral.", "-20.3183166706627", "-40.3102113872183", , , 0, , ,
"595", "3038", "Av  Marechal Campos", "Em frente ao n°925.", "-20.3033459082793", "-40.3145183294388", , , 0, , ,
"599", "3039", "Av  Marechal Campos", "Em frente ao Salão Marçal", "-20.3047023553839", "-40.3143949031519", , , 0, , ,
"296", "3040", "Av  Marechal Campos", "Ao lado do nº 616", "-20.3050957276596", "-40.3142929782888", , , 0, , ,
"598", "3041", "Av  Marechal Campos", "Em frente a Nova Vitória n 329", "-20.3078625734069", "-40.31446604068", , , 0, , ,
"302", "3042", "Av  Marechal Campos", "Esquina com a Rua Pedro Botti", "-20.3072276955815", "-40.3143189217875", , , 0, , ,
"303", "3043", "Av  Marechal Campos", "Defronte ao n 95", "-20.3099417558814", "-40.3143633565436", , , 0, , ,
"656", "3044", "Av  Marechal Campos", "Em frente a Drogaria e Perfumaria Rede Certa n 69.", "-20.3100489396137", "-40.3145091475527", , , 0, , ,
"298", "3045", "Rua Doutor Américo Oliveira", "Defronte a residência n 77.", "-20.3056322764488", "-40.3134369177841", , , 0, , ,
"297", "3046", "Rua Doutor Américo Oliveira", "Defronte ao n 80.", "-20.3055779647278", "-40.3133497162685", , , 0, , ,
"299", "3047", "Rua Doutor Américo Oliveira", "Em frente ao nº 447 / Defronte ao nº 446", "-20.3062520201278", "-40.3100047149799", , , 0, , ,
"300", "3048", "Rua Doutor Américo Oliveira", "Em frente ao nº 680.", "-20.3063403033002", "-40.3101089604818", , , 0, , ,
"379", "3049", "Rua Desembargador Gilson Mendonça", "Em frente ao Bar Vista do Morro.", "-20.305592656091", "-40.3084739620185", , , 0, , ,
"380", "3050", "Rua Desembargador Gilson Mendonça", "Em frente ao nº 150B.", "-20.3056491350045", "-40.3084468754829", , , 0, , ,
"382", "3051", "Rua Desembargador Gilson Mendonça", "Em frente ao n 620", "-20.3050595561083", "-40.3065885069499", , , 0, , ,
"383", "3052", "Rua Desembargador Gilson Mendonça", "Mercearia do Ernande nº 896.", "-20.3051749134591", "-40.3067307560062", , , 0, , ,
"384", "3053", "Rua Desembargador Gilson Mendonça", "Consultório Odontológico n°1086.", "-20.3048540564106", "-40.3050896314617", , , 0, , ,
"385", "3054", "Rua Desembargador Gilson Mendonça", "Em frente ao nº 1111", "-20.3047813457398", "-40.3050314103981", , , 0, , ,
"381", "3055", "Av  Leitão Da Silva", "Em frente ao n°520 / Defronte ao Emídio Paes", "-20.3081492921647", "-40.3028926602074", , , 0, , ,
"259", "3056", "Av  Leitão Da Silva", "Em frente ao condominio dos Edifícios Hawai e Caribe", "-20.311108033298", "-40.3024630170693", , , 0, , ,
"254", "3057", "Av  Leitão Da Silva", "Em frente a Saúde e Segurança do Trabalho n°181", "-20.3131598764991", "-40.3021843219139", , , 0, , ,
"386", "3058", "Rua José Barroso", "próx. ao nº 580.", "-20.3051635126461", "-40.3048165666814", , , 0, , ,
"645", "3059", "Av  Marechal Mascarenhas De Moraes", "Defronte ao DERTES.", "-20.3175778806143", "-40.3172436381588", , , 0, , ,
"646", "3060", "Av  Marechal Mascarenhas De Moraes", "Em frente ao DERTES. Próx. a esq. da Rua José de Carvalho.", "-20.317379783971", "-40.3175151749833", , , 0, , ,
"637", "3061", "Av  Marechal Mascarenhas De Moraes", "Em frente ao INSS - Próx. a esq. da Rua Pedro Fonseca.", "-20.3168030404218", "-40.3140573854043", , , 0, , ,
"636", "3062", "Av  Marechal Mascarenhas De Moraes", "Em frente a Ilha da Fumaça / defronte INSS.", "-20.3170419715983", "-40.3138308343945", , , 0, , ,
"581", "3063", "Rua Afonso Sarlo", "AO lado da CEMEI - Lidia Rocha Feitosa n°75.", "-20.3174999467264", "-40.3053565666377", , , 0, , ,
"261", "3064", "Rua Afonso Sarlo", "Em frente ao CEMEI - Lidia Rocha Feitosa.", "-20.3176535120272", "-40.3054067750491", , , 0, , ,
"577", "3065", "Rua Helena Muller", "Em frente ao n°23", "-20.3186596922973", "-40.3049177988453", , , 0, , ,
"579", "3066", "Rua Boa Vista", "Em frente ao Martins Bar", "-20.3185932957744", "-40.3041707117725", , , 0, , ,
"578", "3067", "Rua Helena Muller", "Em frente ao n°32", "-20.3187038351463", "-40.3049456557768", , , 0, , ,
"393", "3068", "Rua Hercília Dias Maciel", "Em frenta ao n°144", "-20.3145200768308", "-40.3180058837665", , , 0, , ,
"394", "3069", "Rua José Carvalho", "Creas, em Frente ao Nº 375", "-20.3142136346298", "-40.3175830077523", , , 0, , ,
"395", "3070", "Ld  Manoel Mindela", "Defronte para o n°235", "-20.3151403394724", "-40.3176935224315", , , 0, , ,
"396", "3071", "Ld  Manoel Mindela", "Em frente ao n°249", "-20.3151947872751", "-40.3176424014948", , , 0, , ,
"397", "3072", "Ld  Manoel Mindela", "Em frente a CMEI - Luiz carlos Greco n°340", "-20.3157053991592", "-40.3169074698299", , , 0, , ,
"404", "3073", "Rua Hercília Dias Maciel", "Em frenta ao n°11", "-20.3138152152779", "-40.3189173395371", , , 0, , ,
"403", "3074", "Rua Hercília Dias Maciel", "Esquina com a Av. João Santos Filho.", "-20.3138282690169", "-40.3190600699097", , , 0, , ,
"398", "3075", "Rua Hermes Curry Carneiro", "Em frente ao n°161", "-20.313468772531", "-40.3181760276998", , , 0, , ,
"401", "3076", "Rua Hermes Curry Carneiro", "Em frente a Regulauto. defronte para a rua Manoel Silvares.", "-20.3133282025334", "-40.3172094693539", , , 0, , ,
"402", "3077", "Rua Hermes Curry Carneiro", "Em frente a Unidade de saúde Iha de Santa Maria", "-20.3133962614903", "-40.3169644643408", , , 0, , ,
"643", "3078", "Rua Hermes Curry Carneiro", "Em frente ao nº 215", "-20.3130444416754", "-40.3152060490865", , , 0, , ,
"644", "3079", "Rua Hermes Curry Carneiro", "Em frente ao n°502, Trravessa David Mauro", "-20.3131356588856", "-40.3151766237554", , , 0, , ,
"641", "3080", "Rua Gastão Villá", "Em frente ao n°396", "-20.3150201797308", "-40.3146282379442", , , 0, , ,
"642", "3081", "Rua Gastão Villá", "Em frente ao ponto 362", "-20.3150052814264", "-40.3145657752672", , , 0, , ,
"638", "3082", "Rua Lauro Cunha Freire", "Em frente ao Colégio Adventista", "-20.3144428263012", "-40.3129851580254", , , 0, , ,
"639", "3083", "Rua Lauro Cunha Freire", "Em frente ao nº 340 / Beco de Aquino Barros.", "-20.3144959438583", "-40.3131760551922", , , 0, , ,
"650", "3084", "Rua Lauro Cunha Freire", "Depósito de veículos.", "-20.313229886929", "-40.3121319849667", , , 0, , ,
"640", "3085", "Rua Lauro Cunha Freire", "Em frente ao Centro Comercial", "-20.3130403364198", "-40.3121399459871", , , 0, , ,
"268", "3086", "Av  Cezar Hilal", "Lateral HPM", "-20.3125748864378", "-40.3103739594495", , , 0, , ,
"267", "3087", "Av  Cezar Hilal", "Em frente ao travessa Aluisio Simôes", "-20.3124700566639", "-40.3111108903801", , , 0, , ,
"252", "3088", "Av  Joubert De Barros", "Em frente ao n°700", "-20.3115272583416", "-40.3100527455582", , , 0, , ,
"256", "3089", "Av  Joubert De Barros", "Defronte ao n°690", "-20.3120774114468", "-40.3101899474778", , , 0, , ,
"589", "3090", "Rua Flávio Abaurre", "Em frente a rua Raymundo Vieira do Esp. Santo", "-20.3060961599472", "-40.3158498337529", , , 0, , ,
"590", "3091", "Rua Flávio Abaurre", "Em frente ao n235. Associação de Amigos do Bairro de Lourdes", "-20.305825620024", "-40.3162930923828", , , 0, , ,
"249", "3092", "Rua Amélia Da Cunha Ornelas", "Defronte a padaria Pão Gostoso.", "-20.311314169856", "-40.3085146479013", , , 0, , ,
"253", "3093", "Rua Amélia Da Cunha Ornelas", "Em frente ao nº 339 (Escola de Governo PMV).", "-20.3112127561087", "-40.3083734186824", , , 0, , ,
"594", "3094", "Rua Santa Rita De Cássia", "Em frente a rua Gabriel Abaurre", "-20.3051877804231", "-40.3180645882857", , , 0, , ,
"591", "3095", "Rua Santa Rita De Cássia", "Em frente a residência n594", "-20.3052442655757", "-40.3180056638507", , , 0, , ,
"592", "3096", "Rua Santa Rita De Cássia", "Em frente a escola", "-20.3070484611529", "-40.3175085502701", , , 0, , ,
"593", "3097", "Rua Professora Zilda Andrade", "Esquina com a rua Raymundo Vieira do Esp. Santo", "-20.3071715562518", "-40.3172422522661", , , 0, , ,
"597", "3098", "Rua Professora Zilda Andrade", "Defronte ao n°125", "-20.3073798274793", "-40.3177512559182", , , 0, , ,
"596", "3099", "Rua Professora Zilda Andrade", "Ao lado do Ed. Alamanda, n165", "-20.3073793846258", "-40.3178808228268", , , 0, , ,
"269", "3100", "Rua Chafic Murad", "Em frente ao Campo do Vitória.", "-20.3155033704011", "-40.3081954994652", , , 0, , ,
"215", "3101", "Rua Professora Zilda Andrade", "Defronte a rua Eng. Alencar Araribe", "-20.3064656664071", "-40.3190664946457", , , 0, , ,
"587", "3102", "Rua Pinto Homem De Azevedo", "Em frente a rua João Bandeira", "-20.3066713250734", "-40.320825171143", , , 0, , ,
"730", "3103", "Rua Ormando De Aguiar", "Ao lado da escadaria", "-20.3146980611807", "-40.3259440093879", , , 0, , ,
"738", "3104", "Rua José Martins Da Silva", "Em frente a escadaria Ana ferreira de Oliveira.", "-20.3129145512563", "-40.3276549527319", , , 0, , ,
"737", "3105", "Rua José Martins Da Silva", "Ao lado da escadaria Pedrão.", "-20.311679735778", "-40.3273934815855", , , 0, , ,
"736", "3106", "Rua José Martins Da Silva", "Ao lado da Igreja Pentecostal Ungida", "-20.3116414857508", "-40.3272991402124", , , 0, , ,
"735", "3107", "Rua Ormando De Aguiar", "Em frente ao DPM 3ª CIA - PM", "-20.312432490791", "-40.3251177285639", , , 0, , ,
"734", "3108", "Rua Ormando De Aguiar", "Ao lado do DPM 3ª CIA - PM", "-20.3124866207887", "-40.3250146062366", , , 0, , ,
"732", "3109", "Rua Ormando De Aguiar", "Em frente ao projeto CAJUM", "-20.3135126548768", "-40.323904860584", , , 0, , ,
"733", "3110", "Rua Ormando De Aguiar", "Em frente ao projeto CAJUM", "-20.3136221192105", "-40.3239296572103", , , 0, , ,
"731", "3111", "Rua Ormando De Aguiar", "Lateral do muro, antes da saída para Av. Vitória", "-20.314657670759", "-40.3228973793755", , , 0, , ,
"739", "3112", "Rua Ormando De Aguiar", "Em frente ao n°74. Ao lado do Hortifruti", "-20.3144449027377", "-40.3230664529132", , , 0, , ,
"938", "3113", "Rua Professora Maria Acciolina Pereira", "Defornte a Padaria Amigos.", "-20.3110462062967", "-40.3232149973855", , , 0, , ,
"335", "3114", "Rua José Malta", "Em frente a residência nº 260", "-20.3059221296374", "-40.3255283527724", , , 0, , ,
"336", "3115", "Rua José Malta", "Em frente ao Centro Canabibi nº 321", "-20.3060276447242", "-40.3256129106548", , , 0, , ,
"341", "3116", "Rua José Malta", "Em frente a residência nº 400", "-20.3060458061148", "-40.3267855488218", , , 0, , ,
"340", "3117", "Rua José Malta", "Em frente a praça, defornte a rsidência nº 380", "-20.3061200401946", "-40.3266643584127", , , 0, , ,
"342", "3118", "Rua Zemínio De Oliveira", "Área de lazer de Fradinhos", "-20.3064677108675", "-40.3293397977809", , , 0, , ,
"370", "3119", "Rua Maria Da Paixão Santos", "Mirante", "-20.3087251162626", "-40.3045410282366", , , 0, , ,
"371", "3120", "Rua Maria Da Paixão Santos", "Subida do Bairro Jaburu", "-20.3079213729298", "-40.3041433856355", , , 0, , ,
"372", "3121", "Rua Maria Da Paixão Santos", "Subida do Bairro Jaburu", "-20.3079042477639", "-40.3042070320574", , , 0, , ,
"373", "3122", "Rua Maria Da Paixão Santos", "Na praça de entrada do Jaburu.", "-20.3066644410496", "-40.3056204613339", , , 0, , ,
"374", "3123", "Rua Maria Da Paixão Santos", "Em frente ao BF-421", "-20.3066319709772", "-40.3055102504798", , , 0, , ,
"375", "3124", "Rua Desembargador Ernesto Da Silva Guimarães", "Ao lado da residência n154.", "-20.3059867894387", "-40.3058278770695", , , 0, , ,
"376", "3125", "Rua José Barroso", "Em frente ao terrreno baldio.", "-20.3056587179884", "-40.3056921089433", , , 0, , ,
"294", "3126", "Rua Waldyr Meireles", "Em fernte a escadaria Edavaldo Agostinho Mendonça", "-20.3056122956248", "-40.3099618992896", , , 0, , ,
"295", "3127", "Rua Waldyr Meireles", "Defronte ao n°415", "-20.3057471835495", "-40.3097806309203", , , 0, , ,
"293", "3128", "Rua Waldyr Meireles", "Em fernte a escadaria. Ao lado do n°280.", "-20.3052639871853", "-40.3115198538452", , , 0, , ,
"292", "3129", "Rua Waldyr Meireles", "Ao lado da residência n°30.", "-20.3051635173764", "-40.3116266467953", , , 0, , ,
"291", "3130", "Rua Waldyr Meireles", "Em frente ao residência n°116.", "-20.3047926082545", "-40.3132003474995", , , 0, , ,
"273", "3131", "Rua Amélia Da Cunha Ornelas", "Em frente ao n°295", "-20.3131670360659", "-40.3082102364132", , , 0, , ,
"410", "3132", "Av  Paulino Muller", "Defronte a CP Distribuição e Logística n]04 /em frente ao clube do oficiais", "-20.3170328108277", "-40.3195467665091", , , 0, , ,
"407", "3133", "Av  Paulino Muller", "Em frente ao nº 430 - Ed. Rosa Egidio Lima / ao lado da guarda municipal coordenadoria geral", "-20.313991026092", "-40.3200716809888", , , 0, , ,
"408", "3134", "Av  Paulino Muller", "defronte a atribuna", "-20.3143173201953", "-40.3201962709095", , , 0, , ,
"409", "3135", "Av  Paulino Muller", "Em frente a Convenção Batista nº175", "-20.3164508137481", "-40.3198401981327", , , 0, , ,
"406", "3136", "Av  João Santos Filho", "Em frente ao muro da Linus Automóveis (portão dos fundos)", "-20.3120805947785", "-40.3194943008035", , , 0, , ,
"405", "3137", "Av  João Santos Filho", "Banco Itau da AV. Vitória", "-20.3117110483818", "-40.3194137401927", , , 0, , ,
"392", "3138", "Rua Hermes Curry Carneiro", "Defronte ao Bar do Bigode, n°35", "-20.3138943495129", "-40.3204369722044", , , 0, , ,
"265", "3139", "Rua Chafic Murad", "nº 408", "-20.3153129590687", "-40.3080079796325", , , 0, , ,
"965", "3140", "Rua Chafic Murad", "Em frente a residência. Esquina com a rua Jair Etienne Dessaune.", "-20.3149047420218", "-40.30948928564", , , 0, , ,
"956", "3141", "Av  Carlos Moreira Lima", "PRÓXIMO À IGREJA ADVENTISTA", "-20.3150261335258", "-40.3127192216524", , , 0, , ,
"985", "3142", "Rua Aguiar Filho", "Condomínio dos Bancários", "-20.3133719422243", "-40.3224905369948", , , 0, , ,
"984", "3143", "Av  Alberto Torres", "Arás do IFES", "-20.309952380314", "-40.3197263899904", , , 0, , ,
"428", "4000", "Av  Leitão Da Silva", "Prisma Automóveis", "-20.2993264023395", "-40.3041317798157", , , 0, , ,
"439", "4001", "Av  Leitão Da Silva", "Em frente a Telemar / Defronte a Seg Segurança", "-20.2971078105485", "-40.3044591600924", , , 0, , ,
"448", "4002", "Av  Leitão Da Silva", "Em frente a Telemar / Ao lado da Facam", "-20.2960834680241", "-40.3046021226522", , , 0, , ,
"452", "4003", "Rua Das Palmeiras", "Unimed", "-20.2955430445562", "-40.3055098052373", , , 0, , ,
"453", "4004", "Rua Das Palmeiras", "Telemar", "-20.2956865823332", "-40.3055515041766", , , 0, , ,
"429", "4005", "Rua Marins Alvarino", "n°215", "-20.2938488955263", "-40.3062060086838", , , 0, , ,
"214", "4006", "Rua Professora Zilda Andrade", "Em frente a residência n243", "-20.306337898033", "-40.3192129380332", , , 0, , ,
"430", "4007", "Av  Leitão Da Silva", "Defronte ao portão dos correios.", "-20.2920660197761", "-40.3051842050482", , , 0, , ,
"242", "4008", "Rua Emílio Ferreira Da Silva", "Muro - Futura Praça", "-20.2916711613896", "-40.3067540489892", , , 0, , ,
"778", "4009", "Rua Emílio Ferreira Da Silva", "Faculdade Unives", "-20.2918305352905", "-40.3068080224751", , , 0, , ,
"779", "4010", "Rua Emílio Ferreira Da Silva", "n°205", "-20.2897323163752", "-40.3071365848917", , , 0, , ,
"244", "4011", "Rua Emílio Ferreira Da Silva", "Próx. ao nº 258", "-20.2895340138903", "-40.3070206960074", , , 0, , ,
"780", "4012", "Rua Emílio Ferreira Da Silva", "Próx. ao nº 459", "-20.287730324976", "-40.3068309940965", , , 0, , ,
"245", "4013", "Rua Emílio Ferreira Da Silva", "Próx. ao nº 464", "-20.2876415367509", "-40.3067565194578", , , 0, , ,
"784", "4014", "Rua Emílio Ferreira Da Silva", "em frente a residencia n°587", "-20.286590101163", "-40.306882066322", , , 0, , ,
"775", "4015", "Rua Da Estiva", "Em frente a Travessa Feliz", "-20.2857111290747", "-40.308807291", , , 0, , ,
"774", "4016", "Rua Da Estiva", "Em frente ao beco projetado - em frente n°43 - proximoa ao bar", "-20.2857950858596", "-40.3088377365368", , , 0, , ,
"776", "4017", "Rua Da Estiva", "Em frente ao lote vago, proximo ao posto de suade", "-20.285778131026", "-40.3108002617805", , , 0, , ,
"777", "4018", "Rua Da Estiva", "entre duas residencias s/n°", "-20.2862161075717", "-40.3107884802571", , , 0, , ,
"783", "4019", "Rua Manoel Salustiano De Souza", "Conjunto Habitacional - PAR", "-20.2875263356399", "-40.3106274856725", , , 0, , ,
"782", "4020", "Rua Manoel Salustiano De Souza", "em frente a uma escadaria e bar", "-20.2874556916518", "-40.310697835425", , , 0, , ,
"781", "4021", "Rua Laury Tavares", "residencia n°200", "-20.2882427798851", "-40.3099681911799", , , 0, , ,
"241", "4022", "Rua Dona Maria Rosa", "Hotel Embaixador n°200", "-20.2886508330928", "-40.3047896529044", , , 0, , ,
"243", "4023", "Rua Dona Maria Rosa", "Box 10 Auto Center - Posto de Gasolina", "-20.2915679489094", "-40.3063644034787", , , 0, , ,
"785", "4024", "Av  Maruípe", "Em frente ao supermercado Pontes Cordeiro", "-20.2929448029224", "-40.3094519750846", , , 0, , ,
"456", "4025", "Av  Maruípe", "Em frente a Padaria Hora do Pão / em frente ao nº2310", "-20.2930736283738", "-40.3093706271377", , , 0, , ,
"88", "4026", "Av  Maruípe", "em frente a entrada da Polícia Militar", "-20.293282697322", "-40.3100147065104", , , 0, , ,
"455", "4027", "Av  Maruípe", "Em frente a loja Silvato", "-20.2935948422706", "-40.3100617714311", , , 0, , ,
"671", "4028", "Av  Maruípe", "próximo a escola aflordízio carvalho", "-20.2947719109685", "-40.3115691884955", , , 0, , ,
"90", "4029", "Av  Maruípe", "Loja Cartoon Papelaria e Informática", "-20.2948972372685", "-40.3124372750384", , , 0, , ,
"674", "4030", "Av  Maruípe", "Em frente ao Horto Municipal", "-20.2956961674771", "-40.3137751906245", , , 0, , ,
"80", "4031", "Av  Maruípe", "em frente a residencia nº 1605", "-20.2961617933994", "-40.314996230131", , , 0, , ,
